last_name	first_name	gender	email	age	university	inscription_date	career	location	postal_code
julia perry		female	christophermartin@yahoo.com	73	universidad nacional de río cuarto	2020-09-26	licenciatura en ciencias de la computación	barrio chapadmalal	7605
ellen moreno		female	lisarodgers@gmail.com	70	universidad nacional de río cuarto	2021-01-17	licenciatura en planificación y diseño del paisaje	barrio chapadmalal	7605
alec wood		male	rmoses@yahoo.com	39	universidad nacional de río cuarto	2020-09-14	diseño de imagen y sonido	barrio chapadmalal	7605
sandra moore		female	austinwolfe@yahoo.com	49	universidad nacional de río cuarto	2020-11-14	ciencias veterinarias	del viso	1669
joe simon		male	leesandra@gmail.com	56	universidad nacional de río cuarto	2020-09-07	ciencias veterinarias	del viso	1669
christine horne		female	natashacasey@hotmail.com	63	universidad nacional de río cuarto	2020-09-16	ingeniería electrónica	kilometro 525	3545
kimberly brown		female	justin05@gmail.com	59	universidad nacional de río cuarto	2020-12-31	diseño de imagen y sonido	kilometro 525	3545
matthew thomas		male	teresa21@gmail.com	45	universidad nacional de río cuarto	2020-09-02	licenciatura en artes	planicie banderita	8301
tina reid		female	teresa52@hotmail.com	49	universidad nacional de río cuarto	2020-12-16	licenciatura en gestión de agroalimentos	ingeniero williams	6603
joseph peterson		male	wongjames@yahoo.com	49	universidad nacional de río cuarto	2020-12-08	licenciatura en ciencias antropológicas	berretta	2501
kimberly whitney		female	qjones@hotmail.com	44	universidad nacional de río cuarto	2020-12-24	licenciatura en ciencias de la computación	berretta	2501
clayton jones		male	brett22@hotmail.com	21	universidad nacional de río cuarto	2021-01-20	licenciatura en musicoterapia	berretta	2501
marc allen		male	mcgrathashley@yahoo.com	57	universidad nacional de río cuarto	2020-12-19	licenciatura en gestión de agroalimentos	campo moreno	3734
sue franklin		female	fbyrd@yahoo.com	19	universidad nacional de río cuarto	2020-09-12	licenciatura en musicoterapia	d orbigny	7541
frank bailey		male	gregorylee@gmail.com	66	universidad nacional de río cuarto	2020-12-12	licenciatura en ciencias antropológicas	d orbigny	7541
brian moore		male	donna26@yahoo.com	42	universidad nacional de río cuarto	2020-12-01	licenciatura en ciencias de la educación	chipauquil	8536
alexandra hale		female	jason45@gmail.com	30	universidad nacional de río cuarto	2020-09-12	licenciatura en sociología	arbol verde	5715
courtney spencer		female	yhawkins@gmail.com	60	universidad nacional de río cuarto	2021-01-27	licenciatura en musicoterapia	arbol verde	5715
jennifer moss		female	drewhunter@gmail.com	45	universidad nacional de río cuarto	2020-11-19	licenciatura en artes	baigorrita	6013
brian burton		male	rodriguezmichael@hotmail.com	81	universidad nacional de río cuarto	2021-01-17	licenciatura en ciencias de la educación	la dorita	6538
joseph payne		male	hilllisa@yahoo.com	71	universidad nacional de río cuarto	2020-12-24	licenciatura en ciencias antropológicas	florentino ameghino	9113
hector garcia		male	schmidtjeffrey@yahoo.com	54	universidad nacional de río cuarto	2020-11-01	licenciatura en producción de bioimagenes	florentino ameghino	9113
desiree thomas		female	edward14@hotmail.com	65	universidad nacional de río cuarto	2020-12-18	actuario	carcaraña	2138
kristin bennett		female	kimberlydecker@gmail.com	51	universidad nacional de río cuarto	2020-11-12	actuario	carcaraña	2138
kathryn garner		female	stevenpearson@gmail.com	40	universidad nacional de río cuarto	2020-11-06	licenciatura en ciencias biológicas	carcaraña	2138
denise turner		female	scott01@hotmail.com	74	universidad nacional de río cuarto	2020-09-09	licenciatura en ciencia y tecnología de alimentos	bonifacio	6439
amy gaines		female	ehansen@hotmail.com	33	universidad nacional de río cuarto	2021-01-16	licenciatura en relaciones del trabajo	bonifacio	6439
teresa howard		female	priscilla58@gmail.com	55	universidad nacional de río cuarto	2020-10-17	diseño industrial	achaval rodriguez	2344
gabriela lopez		female	jesus71@gmail.com	74	universidad nacional de río cuarto	2020-10-21	arquitectura	huanqueros	3076
amy brady		female	yjones@gmail.com	41	universidad nacional de río cuarto	2020-10-26	arquitectura	huanqueros	3076
jamie jackson		female	castrosamuel@yahoo.com	32	universidad nacional de río cuarto	2020-12-24	licenciatura en sociología	colonia san francisco	2527
nathaniel williams		male	seth98@yahoo.com	77	universidad nacional de río cuarto	2020-10-21	licenciatura en administración	colonia san francisco	2527
james andersen		male	rachelcobb@yahoo.com	25	universidad nacional de río cuarto	2020-10-20	licenciatura en ciencias de la educación	alamos	6437
dawn cruz		female	phelpssarah@yahoo.com	61	universidad nacional de río cuarto	2020-09-12	técnico para bioterios	juan maria gutierrez	1890
clinton jimenez		male	ryan68@hotmail.com	26	universidad nacional de río cuarto	2020-12-13	licenciatura en ciencias biológicas	catamontaña	4603
dawn harrison		female	gwilliams@gmail.com	38	universidad nacional de río cuarto	2020-11-26	licenciatura en terapia ocupacional	catamontaña	4603
kendra gonzalez		female	xnoble@gmail.com	75	universidad nacional de río cuarto	2020-12-24	ingeniería mecánica	barrancas	2246
kevin mckinney		male	tuckermelissa@yahoo.com	78	universidad nacional de río cuarto	2020-11-10	arquitectura	las quintas	2200
alicia martin		female	bwheeler@gmail.com	27	universidad nacional de río cuarto	2020-09-21	medicina	agua azul	4115
alicia martin		female	bwheeler@gmail.com	27	universidad nacional de río cuarto	2020-09-21	medicina	agua azul	4132
michelle smith		female	kristin13@gmail.com	58	universidad nacional de río cuarto	2020-10-07	medicina	agua azul	4115
michelle smith		female	kristin13@gmail.com	58	universidad nacional de río cuarto	2020-10-07	medicina	agua azul	4132
william holmes		male	david05@hotmail.com	76	universidad nacional de río cuarto	2020-12-17	licenciatura en producción de bioimagenes	agua azul	4115
william holmes		male	david05@hotmail.com	76	universidad nacional de río cuarto	2020-12-17	licenciatura en producción de bioimagenes	agua azul	4132
jennifer scott		female	richard31@hotmail.com	76	universidad nacional de río cuarto	2020-10-24	ingeniería mecánica	anguinan	5363
ryan jenkins		male	nathan34@yahoo.com	31	universidad nacional de río cuarto	2020-09-05	licenciatura en gestión de agroalimentos	colonia josefa	8363
kara farmer		female	ginawood@gmail.com	44	universidad nacional de río cuarto	2021-01-26	licenciatura en planificación y diseño del paisaje	colonia josefa	8363
travis lawson		male	vanessasanchez@yahoo.com	33	universidad nacional de río cuarto	2020-10-15	contador público	isla	5873
susan singleton		female	amanda37@gmail.com	33	universidad nacional de río cuarto	2020-12-25	licenciatura en producción de bioimagenes	encina	6077
cheryl randolph		female	cookdylan@gmail.com	65	universidad nacional de río cuarto	2020-11-17	licenciatura en administración	barrialitos	5403
william daniel		male	alejandromccall@yahoo.com	50	universidad nacional de río cuarto	2020-12-19	licenciatura en relaciones del trabajo	25 de mayo	3363
william daniel		male	alejandromccall@yahoo.com	50	universidad nacional de río cuarto	2020-12-19	licenciatura en relaciones del trabajo	25 de mayo	4242
william daniel		male	alejandromccall@yahoo.com	50	universidad nacional de río cuarto	2020-12-19	licenciatura en relaciones del trabajo	25 de mayo	5615
william daniel		male	alejandromccall@yahoo.com	50	universidad nacional de río cuarto	2020-12-19	licenciatura en relaciones del trabajo	25 de mayo	6660
william daniel		male	alejandromccall@yahoo.com	50	universidad nacional de río cuarto	2020-12-19	licenciatura en relaciones del trabajo	25 de mayo	8201
james hughes		male	istephenson@yahoo.com	50	universidad nacional de río cuarto	2020-09-24	ingeniería en informática	25 de mayo	3363
james hughes		male	istephenson@yahoo.com	50	universidad nacional de río cuarto	2020-09-24	ingeniería en informática	25 de mayo	4242
james hughes		male	istephenson@yahoo.com	50	universidad nacional de río cuarto	2020-09-24	ingeniería en informática	25 de mayo	5615
james hughes		male	istephenson@yahoo.com	50	universidad nacional de río cuarto	2020-09-24	ingeniería en informática	25 de mayo	6660
james hughes		male	istephenson@yahoo.com	50	universidad nacional de río cuarto	2020-09-24	ingeniería en informática	25 de mayo	8201
andrew vasquez		male	sarahhale@yahoo.com	49	universidad nacional de río cuarto	2020-09-25	licenciatura en administración	25 de mayo	3363
andrew vasquez		male	sarahhale@yahoo.com	49	universidad nacional de río cuarto	2020-09-25	licenciatura en administración	25 de mayo	4242
andrew vasquez		male	sarahhale@yahoo.com	49	universidad nacional de río cuarto	2020-09-25	licenciatura en administración	25 de mayo	5615
andrew vasquez		male	sarahhale@yahoo.com	49	universidad nacional de río cuarto	2020-09-25	licenciatura en administración	25 de mayo	6660
andrew vasquez		male	sarahhale@yahoo.com	49	universidad nacional de río cuarto	2020-09-25	licenciatura en administración	25 de mayo	8201
christopher fox		male	sarahreilly@hotmail.com	71	universidad nacional de río cuarto	2020-09-24	contador público	25 de mayo	3363
christopher fox		male	sarahreilly@hotmail.com	71	universidad nacional de río cuarto	2020-09-24	contador público	25 de mayo	4242
christopher fox		male	sarahreilly@hotmail.com	71	universidad nacional de río cuarto	2020-09-24	contador público	25 de mayo	5615
christopher fox		male	sarahreilly@hotmail.com	71	universidad nacional de río cuarto	2020-09-24	contador público	25 de mayo	6660
christopher fox		male	sarahreilly@hotmail.com	71	universidad nacional de río cuarto	2020-09-24	contador público	25 de mayo	8201
zachary mann		male	amy32@gmail.com	17	universidad nacional de río cuarto	2020-10-04	ingeniería electrónica	25 de mayo	3363
zachary mann		male	amy32@gmail.com	17	universidad nacional de río cuarto	2020-10-04	ingeniería electrónica	25 de mayo	4242
zachary mann		male	amy32@gmail.com	17	universidad nacional de río cuarto	2020-10-04	ingeniería electrónica	25 de mayo	5615
zachary mann		male	amy32@gmail.com	17	universidad nacional de río cuarto	2020-10-04	ingeniería electrónica	25 de mayo	6660
zachary mann		male	amy32@gmail.com	17	universidad nacional de río cuarto	2020-10-04	ingeniería electrónica	25 de mayo	8201
john pena		male	ajackson@yahoo.com	67	universidad nacional de río cuarto	2020-11-02	ingeniería electrónica	25 de mayo	3363
john pena		male	ajackson@yahoo.com	67	universidad nacional de río cuarto	2020-11-02	ingeniería electrónica	25 de mayo	4242
john pena		male	ajackson@yahoo.com	67	universidad nacional de río cuarto	2020-11-02	ingeniería electrónica	25 de mayo	5615
john pena		male	ajackson@yahoo.com	67	universidad nacional de río cuarto	2020-11-02	ingeniería electrónica	25 de mayo	6660
john pena		male	ajackson@yahoo.com	67	universidad nacional de río cuarto	2020-11-02	ingeniería electrónica	25 de mayo	8201
jose long		male	marissa65@hotmail.com	79	universidad nacional de río cuarto	2020-09-27	licenciatura en administración	25 de mayo	3363
jose long		male	marissa65@hotmail.com	79	universidad nacional de río cuarto	2020-09-27	licenciatura en administración	25 de mayo	4242
jose long		male	marissa65@hotmail.com	79	universidad nacional de río cuarto	2020-09-27	licenciatura en administración	25 de mayo	5615
jose long		male	marissa65@hotmail.com	79	universidad nacional de río cuarto	2020-09-27	licenciatura en administración	25 de mayo	6660
jose long		male	marissa65@hotmail.com	79	universidad nacional de río cuarto	2020-09-27	licenciatura en administración	25 de mayo	8201
ian thomas		male	clong@hotmail.com	54	universidad nacional de río cuarto	2020-10-11	licenciatura en artes	el chalten	9301
jesse robinson		male	michaelgriffin@yahoo.com	30	universidad nacional de río cuarto	2020-12-05	agronomía	el chalten	9301
james reynolds		male	laurieyoung@hotmail.com	40	universidad nacional de río cuarto	2020-11-05	licenciatura en planificación y diseño del paisaje	labarden	7161
david ochoa		male	millerrobert@gmail.com	56	universidad nacional de río cuarto	2020-09-19	licenciatura en ciencia y tecnología de alimentos	el campamento	3524
anna le		female	christinapalmer@yahoo.com	44	universidad nacional de río cuarto	2020-10-16	diseño de imagen y sonido	el campamento	3524
adrienne mckenzie		female	iliu@hotmail.com	19	universidad nacional de río cuarto	2020-12-26	licenciatura en relaciones del trabajo	el campamento	3524
nicole smith		female	richardsonphilip@gmail.com	75	universidad nacional de río cuarto	2021-01-18	ingeniería electrónica	9 de julio kilometro 20	3380
mary hernandez		female	gsalas@hotmail.com	35	universidad nacional de río cuarto	2020-11-20	diseño de imagen y sonido	campo garabato	3572
jerry smith		male	gsullivan@hotmail.com	18	universidad nacional de río cuarto	2020-09-08	ingeniería electrónica	campo garabato	3572
danielle ramos		female	michaelgardner@gmail.com	47	universidad nacional de río cuarto	2020-11-29	diseño de imagen y sonido	cañadon lagarto	9009
zachary jackson		male	mendezcharles@hotmail.com	18	universidad nacional de río cuarto	2020-12-12	diseño industrial	cañadon lagarto	9009
evelyn jones		female	keith83@gmail.com	70	universidad nacional de río cuarto	2020-12-23	licenciatura en ciencias antropológicas	cañadon lagarto	9009
daniel jones		male	rodriguezcorey@yahoo.com	26	universidad nacional de río cuarto	2020-11-12	agronomía	chocori	8503
rebecca reilly		female	zvillegas@gmail.com	39	universidad nacional de río cuarto	2020-09-06	ciencias veterinarias	crispi	2441
zachary french		male	adamstiffany@yahoo.com	80	universidad nacional de río cuarto	2021-01-28	licenciatura en ciencias ambientales	crispi	2441
jessica choi		female	amanda22@gmail.com	28	universidad nacional de río cuarto	2021-01-17	licenciatura en psicología	crispi	2441
anna gray		female	xelliott@yahoo.com	67	universidad nacional de río cuarto	2020-09-13	ingeniería electrónica	acheral	4134
anna gray		female	xelliott@yahoo.com	67	universidad nacional de río cuarto	2020-09-13	ingeniería electrónica	acheral	5260
amber harmon		female	christina40@yahoo.com	53	universidad nacional de río cuarto	2020-10-27	licenciatura en psicología	acheral	4134
amber harmon		female	christina40@yahoo.com	53	universidad nacional de río cuarto	2020-10-27	licenciatura en psicología	acheral	5260
william ramirez		male	kaufmanamy@yahoo.com	66	universidad nacional de río cuarto	2020-09-18	licenciatura en ciencias de la educación	acheral	4134
william ramirez		male	kaufmanamy@yahoo.com	66	universidad nacional de río cuarto	2020-09-18	licenciatura en ciencias de la educación	acheral	5260
crystal cameron		female	leejames@gmail.com	36	universidad nacional de río cuarto	2021-01-15	licenciatura en sociología	nelson	3032
brian adams		male	tina72@hotmail.com	48	universidad nacional de río cuarto	2020-10-16	ingeniería mecánica	nelson	3032
yolanda jones		female	matakathleen@yahoo.com	25	universidad nacional de río cuarto	2020-09-11	licenciatura en planificación y diseño del paisaje	nelson	3032
samantha lewis		female	mariahcampbell@yahoo.com	71	universidad nacional de río cuarto	2020-12-15	licenciatura en sociología	7 de abril	4195
mr. joshua allen		male	thomassuzanne@gmail.com	59	universidad nacional de río cuarto	2020-11-10	bioquímica	7 de abril	4195
cassandra white		female	jensenkevin@yahoo.com	42	universidad nacional de río cuarto	2020-12-28	diseño de imagen y sonido	7 de abril	4195
jeremy sweeney		male	ngibbs@gmail.com	53	universidad nacional de río cuarto	2020-12-14	contador público	agua colorada	4119
jeremy sweeney		male	ngibbs@gmail.com	53	universidad nacional de río cuarto	2020-12-14	contador público	agua colorada	4724
jeremy sweeney		male	ngibbs@gmail.com	53	universidad nacional de río cuarto	2020-12-14	contador público	agua colorada	4750
jeremy sweeney		male	ngibbs@gmail.com	53	universidad nacional de río cuarto	2020-12-14	contador público	agua colorada	5275
jeremy sweeney		male	ngibbs@gmail.com	53	universidad nacional de río cuarto	2020-12-14	contador público	agua colorada	5383
daniel davis		male	knightrodney@hotmail.com	61	universidad nacional de río cuarto	2020-12-25	licenciatura en ciencias antropológicas	agua colorada	4119
daniel davis		male	knightrodney@hotmail.com	61	universidad nacional de río cuarto	2020-12-25	licenciatura en ciencias antropológicas	agua colorada	4724
daniel davis		male	knightrodney@hotmail.com	61	universidad nacional de río cuarto	2020-12-25	licenciatura en ciencias antropológicas	agua colorada	4750
daniel davis		male	knightrodney@hotmail.com	61	universidad nacional de río cuarto	2020-12-25	licenciatura en ciencias antropológicas	agua colorada	5275
daniel davis		male	knightrodney@hotmail.com	61	universidad nacional de río cuarto	2020-12-25	licenciatura en ciencias antropológicas	agua colorada	5383
micheal shea		male	stephen51@gmail.com	42	universidad nacional de río cuarto	2020-09-04	contador público	agua colorada	4119
micheal shea		male	stephen51@gmail.com	42	universidad nacional de río cuarto	2020-09-04	contador público	agua colorada	4724
micheal shea		male	stephen51@gmail.com	42	universidad nacional de río cuarto	2020-09-04	contador público	agua colorada	4750
micheal shea		male	stephen51@gmail.com	42	universidad nacional de río cuarto	2020-09-04	contador público	agua colorada	5275
micheal shea		male	stephen51@gmail.com	42	universidad nacional de río cuarto	2020-09-04	contador público	agua colorada	5383
joseph phillips		male	josephbanks@gmail.com	19	universidad nacional de río cuarto	2020-09-06	licenciatura en ciencias de la computación	ocho vados	4713
joshua craig		male	christopher83@hotmail.com	76	universidad nacional de río cuarto	2020-09-30	ingeniería mecánica	ocho vados	4713
andrew webster		male	vwalker@yahoo.com	28	universidad nacional de río cuarto	2020-09-23	diseño de imagen y sonido	antonio tomas sud	3134
mary summers		female	qterry@hotmail.com	79	universidad nacional de río cuarto	2020-10-24	ciencias veterinarias	adrian maturano	5590
patricia wallace		female	amy04@gmail.com	54	universidad nacional de río cuarto	2020-10-24	licenciatura en planificación y diseño del paisaje	pontaut	7535
gail skinner		female	william90@gmail.com	64	universidad nacional de río cuarto	2020-10-30	licenciatura en ciencias ambientales	calchaqui	3050
jeremy washington		male	robinsonjennifer@gmail.com	69	universidad nacional de río cuarto	2021-01-11	licenciatura en psicología	el zapallar	5353
susan morales		female	sharon92@hotmail.com	68	universidad nacional de río cuarto	2020-09-19	técnico para bioterios	el zapallar	5353
terri bailey		female	scotttimothy@gmail.com	52	universidad nacional de río cuarto	2020-09-15	farmacia	el zapallar	5353
brittney parks		female	william86@yahoo.com	25	universidad nacional de río cuarto	2020-10-22	licenciatura en sociología	empalme	1633
jenna castro		female	vblair@gmail.com	34	universidad nacional de río cuarto	2020-10-29	técnico para bioterios	empalme	1633
laura bruce		female	brittneymurphy@gmail.com	48	universidad nacional de río cuarto	2020-09-21	diseño de imagen y sonido	antonio pini	3061
jennifer wallace		female	wwilliams@gmail.com	57	universidad nacional de río cuarto	2021-01-28	diseño de imagen y sonido	carlos tejedor	6455
manuel garcia		male	chloewood@yahoo.com	53	universidad nacional de río cuarto	2020-11-29	licenciatura en ciencias biológicas	carlos tejedor	6455
justin williams		male	mitchellcarter@yahoo.com	46	universidad nacional de río cuarto	2020-12-22	arquitectura	carlos tejedor	6455
jose lopez		male	cartercarolyn@gmail.com	25	universidad nacional de río cuarto	2020-11-26	agronomía	arroyo mal paso	4157
jose jordan		male	lcampbell@gmail.com	28	universidad nacional de río cuarto	2020-10-18	licenciatura en producción de bioimagenes	muñiz	1663
melissa crawford		female	ndavidson@yahoo.com	30	universidad nacional de río cuarto	2020-12-22	licenciatura en ciencias antropológicas	muñiz	1663
raymond hensley		male	mjones@yahoo.com	81	universidad nacional de río cuarto	2020-10-26	contador público	aaron castellanos	6106
kathy winters		female	murphyjorge@hotmail.com	67	universidad nacional de río cuarto	2020-10-08	ingeniería en informática	aaron castellanos	6106
sharon hernandez		female	jonescatherine@hotmail.com	21	universidad nacional de río cuarto	2021-01-23	ingeniería mecánica	bañado san antonio	3454
jessica dyer		female	alexandra15@hotmail.com	49	universidad nacional de río cuarto	2020-09-30	contador público	colonia cazaux	8214
lisa patton		female	jlopez@gmail.com	58	universidad nacional de río cuarto	2021-01-15	ciencias veterinarias	colonia cazaux	8214
aaron strong		male	briansanders@gmail.com	42	universidad nacional de río cuarto	2020-09-05	agronomía	paso de los andes	5503
jennifer sanders		female	erin58@yahoo.com	21	universidad nacional de río cuarto	2020-09-25	licenciatura en relaciones del trabajo	acevedo	2717
david archer		male	penaamy@gmail.com	77	universidad nacional de río cuarto	2021-01-30	ciencias veterinarias	cristiano muerto	7503
nathaniel shelton		male	parkskatherine@hotmail.com	61	universidad nacional de río cuarto	2020-09-19	licenciatura en ciencias geológicas	villa sauce	6235
adam jacobs		male	josephhess@gmail.com	40	universidad nacional de río cuarto	2020-12-09	ciencias veterinarias	don torcuato	1611
brandi wood		female	christopher82@gmail.com	51	universidad nacional de río cuarto	2020-10-22	ciencias veterinarias	alfredo demarchi	6533
brittany coleman		female	brettanderson@hotmail.com	40	universidad nacional de río cuarto	2020-10-21	licenciatura en planificación y diseño del paisaje	alfredo demarchi	6533
greg hamilton		male	fnicholson@yahoo.com	51	universidad nacional de río cuarto	2020-10-08	licenciatura en ciencia política	alfredo demarchi	6533
jonathan hayes		male	tnelson@yahoo.com	36	universidad nacional de río cuarto	2020-10-29	licenciatura en kinesiología y fisiatría	alto del saladillo	4500
jonathan hayes		male	tnelson@yahoo.com	36	universidad nacional de río cuarto	2020-10-29	licenciatura en kinesiología y fisiatría	alto del saladillo	4522
jeffrey vasquez		male	benjaminbullock@hotmail.com	24	universidad nacional de río cuarto	2020-12-06	licenciatura en kinesiología y fisiatría	alto del saladillo	4500
jeffrey vasquez		male	benjaminbullock@hotmail.com	24	universidad nacional de río cuarto	2020-12-06	licenciatura en kinesiología y fisiatría	alto del saladillo	4522
anthony rodriguez		male	charris@yahoo.com	17	universidad nacional de río cuarto	2021-01-05	licenciatura en ciencias de la educación	alto del saladillo	4500
anthony rodriguez		male	charris@yahoo.com	17	universidad nacional de río cuarto	2021-01-05	licenciatura en ciencias de la educación	alto del saladillo	4522
andrew martinez		male	daltonsavage@hotmail.com	27	universidad nacional de río cuarto	2020-09-06	técnico para bioterios	alto del saladillo	4500
andrew martinez		male	daltonsavage@hotmail.com	27	universidad nacional de río cuarto	2020-09-06	técnico para bioterios	alto del saladillo	4522
joseph bishop md		male	john36@yahoo.com	78	universidad nacional de río cuarto	2020-09-16	licenciatura en ciencia y tecnología de alimentos	avena	2449
joshua bauer		male	xbrown@yahoo.com	53	universidad nacional de río cuarto	2021-01-17	licenciatura en musicoterapia	los cardos	2533
