,university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,location,email
37,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,25-10-2020,,MELISSA-WILSON,F,02-04-1935,,,ALTONA,OBRIENTREVOR@YAHOO.COM
38,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,13-01-2021,,ARIEL-NEWMAN,F,03-11-1987,,,APEADERO-GUANACACHE,ALEXANDER93@GMAIL.COM
39,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,23-01-2021,,KRISTINA-ACOSTA,F,25-10-1909,,,EDUARDO-COSTA,ECOFFEY@YAHOO.COM
40,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,01-02-2021,,KEVIN-SIMPSON,M,04-11-1975,,,AGUADA-A-PIQUE,LANCE70@HOTMAIL.COM
41,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,03-10-2020,,DANIEL-WHITE,M,15-01-1984,,,CAÑADON-BOTELLO,CHRISTINE06@YAHOO.COM
42,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-EN-INFORMÁTICA,04-01-2021,,DANIEL-SALAZAR,M,04-08-1986,,,AGUA-DE-LA-MULA,IPRUITT@GMAIL.COM
43,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,27-11-2020,,JOSHUA-BRIDGES,M,16-07-1913,,,OTTO-BEMBERG,SMITHWILLIAM@HOTMAIL.COM
44,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,23-01-2021,,ROBERT-MADDOX,M,11-02-1925,,,ARTURO-ALMARAZ,WILSONRYAN@YAHOO.COM
45,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,16-10-2020,,EDWARD-ANDERSON,M,21-10-1979,,,SEY,CUMMINGSKRISTINE@GMAIL.COM
46,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,11-10-2020,,AMY-HOLLAND,F,05-04-1961,,,BUSTAMANTE,TARA47@YAHOO.COM
47,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,11-11-2020,,SARAH-CARROLL,F,07-06-1970,,,ARAÑITA,JENNIFER99@GMAIL.COM
48,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,28-11-2020,,SAMANTHA-ROBERTS-PHD,F,24-08-1929,,,EL-TROPEZON,KINGJOHN@HOTMAIL.COM
49,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,30-11-2020,,BRITTNEY-COLE,F,24-10-1978,,,CAMPO-SABATE,SULLIVANCHRIS@GMAIL.COM
50,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,22-01-2021,,ROBERT-CLINE,M,15-11-1928,,,ESTACION-CHRISTOPHERSEN,STEVE62@GMAIL.COM
51,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,26-11-2020,,CRYSTAL-SIMS,F,10-04-1949,,,AGUARA,LEVANS@GMAIL.COM
52,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,05-01-2021,,TARA-VILLANUEVA,F,09-06-1989,,,ANAHI,CODYADAMS@HOTMAIL.COM
53,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,18-01-2021,,MICHAEL-JENKINS-II,M,11-02-2008,,,HUANGUELEN,JGARCIA@GMAIL.COM
54,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,29-09-2020,,COURTNEY-JOHNSON,F,08-04-1936,,,AVANZADA,YESENIA38@YAHOO.COM
55,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-EN-INFORMÁTICA,24-11-2020,,MICHAEL-PERKINS,M,23-05-1990,,,CESPEDES,DAVIDROBERTS@HOTMAIL.COM
56,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,14-01-2021,,BRIAN-ORTEGA,M,02-10-1957,,,EL-CAMOATI,SHAWNPHAM@HOTMAIL.COM
57,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,26-10-2020,,JAMES-JOHNSON,M,16-09-1973,,,AGUSTONI,KYLEELLIOTT@HOTMAIL.COM
58,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,16-12-2020,,YVONNE-OROZCO,F,20-05-1917,,,BARRA-BONITA,JENNIFERESPARZA@HOTMAIL.COM
59,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,27-01-2021,,CINDY-ELLIS,F,21-11-2001,,,CHUMBICHA,JOY10@YAHOO.COM
60,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,07-10-2020,,VICTOR-FREEMAN,M,28-10-1985,,,ATREUCO,PPARKER@GMAIL.COM
61,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,06-10-2020,,JOHN-PIERCE,M,06-07-1945,,,GENERAL-ROJO,GDAVIS@GMAIL.COM
62,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,04-10-2020,,JEFFERY-SILVA,M,26-09-1940,,,COLONIA-CLARA,MOSSLINDSEY@HOTMAIL.COM
63,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,11-01-2021,,TAYLOR-BRIDGES,M,09-05-2002,,,FUNKE,JONESSHELBY@YAHOO.COM
64,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,22-12-2020,,CARMEN-SHAW,F,29-01-1949,,,EL-PALMAR-DE-SAN-FRANCISCO,ROGERSREBECCA@YAHOO.COM
65,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,29-12-2020,,MIGUEL-REESE,M,24-04-1998,,,CAA-YARI,BJOHNSON@HOTMAIL.COM
66,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,30-10-2020,,MARIA-MURPHY,F,05-02-1906,,,BAJO-DE-LOS-SUELDOS,FREDERICKDERRICK@GMAIL.COM
67,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,19-01-2021,,VANESSA-POWELL,F,17-01-2020,,,CAMPO-MEDINA,SYLVIA73@GMAIL.COM
68,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,29-12-2020,,TERRY-SMITH,F,24-08-1935,,,LOS-FRENTONES,ANGELA52@HOTMAIL.COM
69,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,10-09-2020,,MATTHEW-FRAZIER,M,30-09-1917,,,ALCARAZ-NORTE,JAMESPETERSON@YAHOO.COM
70,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,05-12-2020,,CARMEN-BROWN,F,27-12-2014,,,ACUÑA-CUE,BROWNMATTHEW@HOTMAIL.COM
71,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,13-12-2020,,DEBORAH-MCNEIL,F,03-08-1970,,,CHACABUCO,LOPEZJEFFREY@GMAIL.COM
72,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,23-11-2020,,ROBERT-YANG,M,29-01-1985,,,CHUMBICHA,MATTHEWDUNCAN@YAHOO.COM
73,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,17-09-2020,,MELISSA-YU,F,08-06-1922,,,AGUA-DE-DIAZ,TERESACASTILLO@YAHOO.COM
74,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,05-09-2020,,VICTORIA-MOSES,F,28-02-1949,,,ALZAGA,OLE@YAHOO.COM
75,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,23-09-2020,,RICHARD-JONES,M,24-12-2018,,,CHEROGUITA,REBECCA88@YAHOO.COM
76,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,04-09-2020,,NANCY-MOONEY,F,19-09-1932,,,SAN-GERONIMO,REEVESDANIEL@YAHOO.COM
77,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,17-01-2021,,RYAN-JORDAN,M,31-10-1909,,,ISLA-GRANDE,BROWNTIFFANY@GMAIL.COM
78,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,23-11-2020,,MICHAEL-PATRICK,M,15-06-1947,,,ZONA-DELTA-TIGRE,RANDYDIAZ@YAHOO.COM
79,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,25-01-2021,,BRANDON-HUBBARD,M,13-09-2003,,,ALGARROBITOS-1RO,HSOTO@GMAIL.COM
80,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,09-09-2020,,LISA-HERRERA,F,08-03-1914,,,COLONIA-ABORIGEN,FERGUSONCHERYL@GMAIL.COM
81,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,26-10-2020,,SAMANTHA-PETERSON,F,25-07-1961,,,ALDEA-ESCOLAR,HARRISSTANLEY@HOTMAIL.COM
82,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,16-09-2020,,CHAD-BOND,M,26-01-1963,,,CRISPI,SUMMERRICH@HOTMAIL.COM
83,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,08-11-2020,,LISA-RUIZ,F,09-10-2002,,,COMODORO-RIVADAVIA,MADISON25@HOTMAIL.COM
84,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,23-09-2020,,MRS.-CASSANDRA-STRICKLAND,F,05-12-2000,,,MORON,OHANNA@HOTMAIL.COM
85,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,19-11-2020,,MICHAEL-ARCHER,M,14-04-2004,,,ARANO,YVONNESMITH@YAHOO.COM
86,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,11-09-2020,,MARGARET-DAVIS,F,21-04-1960,,,KILOMETRO-208,HGREEN@GMAIL.COM
87,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,07-10-2020,,CHRISTOPHER-WASHINGTON,M,07-01-1966,,,BONIFACIO,MULLENJENNIFER@YAHOO.COM
88,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,17-12-2020,,DIANE-REYNOLDS,F,07-06-2011,,,CERRILLOS-AL-SUD,JONATHAN82@HOTMAIL.COM
89,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,22-01-2021,,CATHERINE-MCGRATH,F,01-05-1951,,,ARROYO-CASCO,SCOTTGOLDEN@GMAIL.COM
90,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,09-09-2020,,JOHN-MULLINS,M,22-12-1907,,,COLONIA-LA-INDIA,EFITZPATRICK@GMAIL.COM
91,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,11-01-2021,,MANUEL-CAMPBELL,M,12-12-1922,,,COLONIA-LOS-SAUCES,SARAHTHOMAS@YAHOO.COM
92,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-EN-INFORMÁTICA,03-11-2020,,KEITH-CARTER,M,02-07-1972,,,BARLETT,CHAVEZDAVID@GMAIL.COM
93,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,21-10-2020,,SCOTT-PUGH,M,20-03-1922,,,MERLO,SARA81@YAHOO.COM
94,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,28-10-2020,,EMILY-ANDERSON,F,26-01-2021,,,EL-TALA,EBAILEY@HOTMAIL.COM
95,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,20-10-2020,,MRS.-JAMIE-HENRY-MD,F,09-07-2007,,,CAMPO-DE-VILLAMIL,RWALTERS@HOTMAIL.COM
96,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,14-09-2020,,RENEE-COLEMAN,F,06-01-1979,,,RANELAGH,DEREKSIMMONS@HOTMAIL.COM
97,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,27-11-2020,,DANIEL-RODRIGUEZ,M,01-07-1971,,,AGRELO,MARTINEZCLAUDIA@YAHOO.COM
98,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,09-09-2020,,KAITLIN-LOZANO,F,13-01-1911,,,ADOLFO-VAN-PRAET,QJOHNSON@HOTMAIL.COM
99,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,19-10-2020,,ASHLEY-MILLER,F,15-07-1945,,,COLONIA-MACKINLAY,HENRYPAMELA@YAHOO.COM
100,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,18-12-2020,,EMILY-LOPEZ,F,25-07-1972,,,LA-DULCE,WILLISLINDSEY@HOTMAIL.COM
101,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,18-12-2020,,LORRAINE-LONG,F,12-09-1920,,,AGUA-COLORADA,PEREZAARON@YAHOO.COM
102,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,10-12-2020,,VICTORIA-COLLINS,F,11-10-1945,,,CAMBA-PASO,MARTINEZERICA@HOTMAIL.COM
103,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,06-09-2020,,CHRISTOPHER-THOMAS,M,27-12-1982,,,CAÑADON-LA-MADERA,CASEYMATA@GMAIL.COM
104,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARQUITECTURA,17-11-2020,,JENNA-HENRY,F,20-03-1961,,,ARENAZA,LREEVES@GMAIL.COM
105,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,20-01-2021,,STEPHANIE-TANNER,F,07-05-1915,,,CARAHUNCO,BRENDA43@YAHOO.COM
106,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,20-01-2021,,APRIL-MEJIA,F,08-06-1995,,,ARROYO-SANTA-MARIA,XRANDOLPH@HOTMAIL.COM
107,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,27-09-2020,,MICHAEL-GREEN,M,13-01-1929,,,EL-CARRETERO,LOGANSCHROEDER@YAHOO.COM
108,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,04-10-2020,,MARY-WHITE,F,05-08-1969,,,COSTA-DEL-NOGOYA,SABRINA51@HOTMAIL.COM
109,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,02-11-2020,,JOHN-WEBSTER,M,22-10-1907,,,ESTACION-SALADAS,HBUTLER@YAHOO.COM
110,-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,19-12-2020,,MEGHAN-PRICE,F,25-02-1906,,,GRACIARENA,NICHOLAS25@YAHOO.COM
