university,career,inscription_date,first_name,last_name,birth_date,gender,age,postal_code,location,email
universidad-de-buenos-aires,ingeniería-en-informática,20-Sep-03,,ronald-martin-md,35-Jun-22,m,,7533,,fgriffin@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Nov-08,,jonathan-howell,60-Aug-09,m,,3471,,michaelnicholson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-28,,samantha-dixon,84-Jan-30,f,,5831,,jessica62@gmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-17,,melanie-gray,14-Mar-22,f,,3222,,joshua82@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-08,,jordan-cole,33-May-23,m,,9217,,deanhernandez@yahoo.com
universidad-de-buenos-aires,medicina,20-Oct-12,,alexander-smith,54-May-08,m,,1688,,lsmith@hotmail.com
universidad-de-buenos-aires,medicina,20-Oct-03,,amber-leonard,14-Aug-12,f,,9407,,glopez@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-09,,dawn-sellers,85-Sep-20,f,,6323,,douglasstevens@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-22,,joseph-reed,25-Jan-28,m,,6233,,molly37@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-30,,amanda-cardenas,03-Sep-19,f,,1603,,tannersara@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Sep-24,,amanda-sawyer,14-Aug-01,f,,7404,,ricejeffrey@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Nov-13,,tiffany-barnes,83-Apr-22,f,,5632,,douglas71@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Oct-08,,james-anderson,05-Jan-18,m,,9227,,tristan99@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-28,,christopher-robertson,09-Feb-20,m,,3315,,catherinecasey@hotmail.com
universidad-de-buenos-aires,bioquímica,20-Sep-28,,jennifer-bryan,96-Jun-02,f,,4117,,debra42@yahoo.com
universidad-de-buenos-aires,arquitectura,21-Jan-01,,terry-pitts,42-Dec-14,m,,5471,,gabrielsimmons@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-28,,sean-white,33-Apr-10,m,,2505,,ustewart@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-10,,mackenzie-jackson,83-Oct-22,f,,9050,,brianlewis@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-14,,gregory-rios,80-May-17,m,,7203,,haroldguzman@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-26,,jon-mcneil,24-Jan-30,m,,2930,,jacobbass@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Dec-29,,diana-watkins,49-May-21,f,,3734,,lmiles@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-11,,kathy-spears,19-Aug-10,f,,4103,,louis25@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-24,,amanda-fowler,54-Jul-06,f,,9033,,fphillips@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-17,,antonio-jones,07-Apr-22,m,,2618,,zpatrick@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-30,,nicholas-fuller,27-Dec-15,m,,1659,,jonathan83@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-08,,jamie-taylor,03-Aug-24,f,,6400,,jonesgordon@gmail.com
universidad-de-buenos-aires,medicina,20-Dec-06,,samantha-richardson,47-Aug-31,f,,8351,,edwardscorey@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Dec-25,,scott-castro,07-Apr-13,m,,8332,,ghall@yahoo.com
universidad-de-buenos-aires,diseño-industrial,20-Oct-27,,thomas-brooks,03-May-28,m,,1617,,jaclyn17@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-30,,willie-taylor,88-Jun-30,m,,9101,,victor22@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-05,,brian-wilson-dds,30-Nov-09,m,,8402,,jonesbrandy@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-11,,brittney-brewer,62-Feb-10,f,,6430,,lwilliams@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-13,,robin-carter,19-Jul-12,f,,7174,,gwhite@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-13,,jacqueline-rodriguez,75-May-07,f,,6561,,pbecker@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-06,,ariana-torres,09-May-30,f,,3518,,pamela66@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-10,,brendan-jimenez-md,73-Nov-09,m,,5572,,lisa86@gmail.com
universidad-de-buenos-aires,actuario-,20-Sep-17,,stephanie-goodman,87-Feb-03,f,,3052,,barbara55@yahoo.com
universidad-de-buenos-aires,farmacia,20-Oct-11,,christine-bond,08-Dec-27,f,,2761,,joelzamora@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-09,,thomas-padilla,83-Dec-27,m,,5710,,jane70@yahoo.com
universidad-de-buenos-aires,farmacia,20-Sep-24,,peggy-jensen,66-Aug-02,f,,6042,,rebeccalogan@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-18,,christina-watson,08-Feb-25,f,,7531,,fletcherpaul@hotmail.com
universidad-de-buenos-aires,contador-público-,20-Nov-06,,samuel-richardson,76-Jun-07,m,,1826,,rachelfletcher@hotmail.com
universidad-de-buenos-aires,bioquímica,20-Sep-10,,donna-fisher,18-Apr-30,f,,6600,,michelecurtis@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-24,,travis-kelly,13-Sep-13,m,,3183,,carolynpadilla@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-28,,james-jones,28-May-30,m,,1896,,coledanielle@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-02,,jaclyn-riley,29-Dec-07,f,,6073,,velazquezgregory@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-03,,joy-mendoza,84-Dec-02,f,,5584,,whitepamela@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,21-Jan-29,,alejandro-horton,18-Aug-10,m,,4713,,elizabeth53@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-14,,jamie-macias,04-Oct-01,f,,5835,,dianaknox@hotmail.com
universidad-de-buenos-aires,farmacia,20-Sep-28,,michael-griffith,24-Sep-23,m,,9223,,lisagutierrez@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-16,,michael-english,02-Apr-24,m,,5381,,flemingdavid@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-04,,joshua-spencer,49-Dec-03,m,,1822,,nsingleton@hotmail.com
universidad-de-buenos-aires,actuario-,20-Nov-29,,natalie-berry,85-Jul-11,f,,3180,,michaelbauer@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-23,,adrian-blevins,14-Jun-28,m,,4631,,walkerkevin@gmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-09,,stephanie-padilla,92-Jul-17,f,,1881,,oneillmichael@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-04,,christopher-parker,99-Jul-31,m,,1611,,ronaldvaughn@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-05,,beverly-sanders,74-Jan-02,f,,8364,,tbaker@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-30,,nicole-brown,44-Oct-21,f,,6507,,john33@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-10,,gabrielle-lee,16-Jul-19,f,,1649,,matthewslindsay@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-23,,cindy-dixon,78-May-16,f,,6269,,mmiller@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-27,,david-wilson,46-Jul-02,m,,1765,,jerome17@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-23,,nancy-villegas,91-May-24,f,,3109,,stantondavid@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-01,,veronica-wilson,16-Jun-28,f,,6601,,anne74@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-21,,gabriel-cameron,17-May-30,m,,2760,,thomas05@yahoo.com
universidad-de-buenos-aires,diseño-industrial,20-Nov-12,,kelly-miller,72-Jul-13,f,,5603,,mclaughlinjustin@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,21-Jan-06,,stephanie-scott,14-Feb-01,f,,5770,,patelbrian@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-28,,ms.-regina-franco,95-Oct-11,f,,6703,,cruzleslie@hotmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-28,,vernon-chavez,63-Aug-28,m,,2202,,lortiz@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-25,,joseph-alexander,58-Sep-12,m,,6441,,kellerbruce@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-20,,manuel-brown,47-Jun-12,m,,5413,,amy67@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Oct-27,,julia-young,45-Jun-21,f,,6279,,thomas68@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-17,,laura-smith,97-Mar-13,f,,1757,,rachel35@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Nov-05,,megan-brown,95-Dec-11,f,,7165,,williamsjason@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-15,,jonathan-hood,97-Apr-27,m,,2533,,richrobert@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Oct-21,,kimberly-calhoun,73-Dec-15,f,,3197,,hgordon@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-09,,troy-black,40-Nov-06,m,,3474,,barnesvalerie@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-09,,gary-conner,41-Jan-06,m,,3111,,jason40@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-28,,melanie-kelly,59-Oct-17,f,,7408,,michael61@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-14,,joseph-wallace,56-Jul-25,m,,1911,,sramos@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-16,,jessica-adams,18-Jan-22,f,,5533,,johnreynolds@yahoo.com
universidad-de-buenos-aires,actuario-,21-Jan-05,,barbara-clark,22-Sep-10,f,,8536,,wendy21@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-16,,kevin-wood,89-May-03,m,,3541,,mckeerobert@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-26,,joseph-west,55-Nov-23,m,,8402,,nguyenkristen@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Dec-13,,richard-prince,05-Jan-02,m,,4740,,nancy50@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-23,,michelle-berger-phd,20-Apr-02,f,,8200,,jrussell@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-29,,shawn-mcclain,12-Nov-15,m,,2709,,megan30@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Dec-29,,ronald-martin,26-Jun-20,m,,9030,,chelseatravis@yahoo.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-19,,rachel-morgan,20-Jul-13,f,,5401,,mark74@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-21,,brandon-green-phd,29-Sep-10,m,,5317,,gomezlaura@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-16,,jeremy-murphy,77-Dec-07,m,,2248,,jessica90@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Sep-07,,kayla-sanchez,19-Aug-31,f,,6100,,madisonweaver@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-13,,kristine-adkins,86-Oct-11,f,,5703,,shannonvelasquez@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-14,,todd-steele,36-Dec-01,m,,7536,,cheryl13@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-13,,spencer-brewer,33-Jul-19,m,,3425,,pearsonkimberly@gmail.com
universidad-de-buenos-aires,farmacia,20-Oct-03,,debra-simmons-dds,85-Apr-12,f,,8424,,franciscoharrell@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-05,,whitney-gonzalez,80-Jun-20,f,,7163,,khananthony@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-19,,bethany-walsh,25-Nov-24,f,,7536,,ericwatkins@yahoo.com
universidad-de-buenos-aires,bioquímica,20-Dec-30,,jennifer-day,20-Mar-23,f,,6603,,ncohen@yahoo.com
universidad-de-buenos-aires,actuario-,20-Dec-28,,ryan-collins,08-Sep-07,m,,8409,,hudsonjulie@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-20,,timothy-carey,18-Dec-04,m,,8206,,jeremyporter@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-07,,julie-davis,02-Sep-26,f,,7119,,brownchris@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-29,,david-soto,07-Jun-20,m,,2326,,powersdavid@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Sep-13,,sean-kelly,17-Jun-26,m,,6380,,kempcrystal@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-07,,victoria-gomez,08-May-03,f,,1744,,jacobheath@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-29,,donna-blackwell,93-Jan-19,f,,6071,,crystal07@gmail.com
universidad-de-buenos-aires,actuario-,20-Nov-10,,james-bright,15-May-02,m,,2848,,joseph67@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-29,,emma-lee,08-Mar-05,f,,3316,,john29@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-17,,christina-little,48-Apr-08,f,,1731,,foxnicholas@yahoo.com
universidad-de-buenos-aires,medicina,20-Oct-21,,amber-robinson,53-Jul-06,f,,2812,,zacharymyers@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-01,,cynthia-garcia,63-Jun-23,f,,1889,,tracymorales@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-27,,yolanda-williams,29-Apr-14,f,,3522,,dennisglover@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-28,,john-chen,98-Apr-28,m,,2305,,donovanheidi@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-27,,shawn-larson,06-Mar-05,m,,9121,,urose@hotmail.com
universidad-de-buenos-aires,medicina,20-Dec-08,,linda-gonzalez,11-Feb-17,f,,3511,,wendyhill@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,21-Jan-16,,thomas-johnson,05-Mar-24,m,,8311,,christinezhang@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-10,,olivia-taylor,20-Jun-21,f,,5529,,rodney64@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Dec-06,,michael-ashley,54-Jun-14,m,,3085,,julie24@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-20,,nina-flores,02-Jun-01,f,,3371,,sarahfleming@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-23,,karen-arnold,92-Oct-06,f,,6058,,xmurray@gmail.com
universidad-de-buenos-aires,bioquímica,20-Sep-12,,sarah-parrish,55-Jul-30,f,,5517,,bmitchell@hotmail.com
universidad-de-buenos-aires,agronomía,21-Jan-07,,valerie-brown,40-Sep-27,f,,8115,,smithsean@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-22,,kimberly-davis,02-Nov-22,f,,3153,,braymelinda@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-30,,eddie-johnson,23-Nov-13,m,,7263,,christopher08@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-23,,wendy-warren,46-Sep-02,f,,8185,,mooreruben@yahoo.com
universidad-de-buenos-aires,actuario-,20-Sep-04,,joseph-kelly,47-Jan-21,m,,1905,,sharon19@gmail.com
universidad-de-buenos-aires,arquitectura,20-Nov-02,,anthony-mckinney,68-Jul-23,m,,2105,,christophernichols@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-28,,angela-williams,11-May-22,f,,6326,,sonya75@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-15,,sabrina-carter,93-Sep-24,f,,5773,,antonio29@gmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-17,,david-williams,52-Nov-03,m,,7240,,sandrajohnson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,21-Jan-11,,margaret-mcpherson,20-Mar-16,f,,4182,,smithanthony@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-26,,mary-mann,36-Apr-25,f,,6641,,jacquelinehensley@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-18,,kristen-alvarez,17-Jun-21,f,,3507,,allensara@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-02,,joshua-norris,31-Jan-11,m,,6228,,donald49@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-14,,tina-richardson,87-Jul-23,f,,6640,,katherineprice@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-01,,terry-dixon,13-Mar-23,f,,6646,,jerry32@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Dec-28,,holly-price,82-Aug-09,f,,8303,,ashleybauer@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-05,,john-hill,74-Jun-04,m,,3476,,jennifercurtis@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Dec-08,,nathaniel-mitchell,16-Mar-24,m,,3226,,calhounmichael@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-26,,james-brooks,79-Oct-08,m,,4542,,masondavid@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Sep-13,,daniel-chandler,18-Jul-20,m,,6078,,dawnesparza@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-07,,michael-mccoy,06-Dec-03,m,,7407,,holly78@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-19,,logan-freeman,44-May-28,m,,4000,,thompsonsteven@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-16,,jason-cohen,06-Jun-20,m,,1741,,nancyryan@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-29,,vanessa-perez,50-Dec-31,f,,9315,,kathleencasey@gmail.com
universidad-de-buenos-aires,farmacia,20-Oct-08,,matthew-olson,15-Dec-11,m,,3046,,garyhudson@gmail.com
universidad-de-buenos-aires,bioquímica,20-Oct-04,,angel-villegas,10-Nov-10,f,,3514,,davischarles@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-04,,jeremy-snyder,33-May-12,m,,3451,,tthomas@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Sep-05,,stephanie-hernandez,15-Mar-19,f,,6721,,kramerterri@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-24,,javier-thomas,74-Mar-11,m,,8127,,oanderson@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Dec-14,,jodi-coleman,15-Jan-20,f,,7301,,gatkinson@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-18,,lisa-paul,75-Jan-05,f,,4144,,johnsoneric@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-08,,kelly-walker,28-May-17,m,,5345,,hermandwayne@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-01,,mr.-eric-ochoa,96-Jun-15,m,,8416,,tatejonathan@yahoo.com
universidad-de-buenos-aires,medicina,20-Sep-29,,taylor-rodriguez,76-Nov-29,f,,2909,,millertammy@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-16,,mr.-anthony-davenport-md,05-Aug-25,m,,3212,,miranda35@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Nov-28,,bridget-frank,80-Apr-28,f,,2255,,danielpena@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-13,,rachael-krause,35-Feb-16,f,,1612,,torresbrandon@yahoo.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-19,,john-love,94-Jan-23,m,,5730,,carlsonrodney@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-03,,kenneth-farmer,73-Aug-24,m,,3313,,hwilliams@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Sep-14,,sharon-harris,11-Feb-20,f,,3244,,curtis80@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-28,,karen-johnson,55-Aug-27,f,,8136,,caroline40@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-03,,david-quinn,90-Jul-21,m,,5425,,longtina@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Dec-17,,chase-wallace,87-Apr-25,m,,1871,,jill87@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-27,,karen-hill,60-Jun-12,f,,5343,,pamelaanderson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-11,,maria-campos,58-Jan-03,f,,4724,,stephanieevans@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-18,,adrian-strickland,74-Sep-28,m,,6723,,katie67@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-11,,andrew-lin,16-Feb-02,m,,6073,,theresa10@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-27,,christopher-nelson,02-Dec-18,m,,3036,,diane11@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-02,,eric-velasquez,58-Apr-19,m,,7247,,robertenglish@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-19,,kevin-ortiz,09-Nov-06,m,,4411,,sarahoward@gmail.com
