,university,career,inscription_date,last_name,first_name,gender,fecha_nacimiento,location,email,postal_code,_age_ins_0,_age_ins_1,_age_ins_2,age
15,universidad del salvador,diseño industrial,2021-01-06,lewis,devin,male,1927-07-15,empalme frontera,margaret60@gmail.com,5553,-6.518956583639636,93.48309684661561,93,93
16,universidad del salvador,contador público,2020-09-15,johnson,robert,male,1974-06-01,juan vela,brownjane@yahoo.com,6663,46.29253167416169,46.29253167416169,46,46
17,universidad del salvador,contador público,2021-01-23,rios,tammy,female,1944-07-16,benavidez,hshort@hotmail.com,1621,-23.477552584926453,76.52450084532879,76,76
18,universidad del salvador,diseño de imagen y sonido,2020-10-30,patterson,michelle,female,1952-02-10,agua rica,crosales@hotmail.com,5611,-31.2805875548437,68.72146587541154,68,68
19,universidad del salvador,licenciatura en planificación y diseño del paisaje,2020-09-13,payne,marcus,male,1915-12-11,apeadero las chimbas,ericsullivan@yahoo.com,5413,4.758482378146026,104.76053580840127,104,104
20,universidad del salvador,licenciatura en administración,2020-10-22,snyder,diane,female,1929-04-03,colonia santa teresa,xhayden@hotmail.com,5527,-8.446443116559546,91.5556103136957,91,91
21,universidad del salvador,licenciatura en ciencias ambientales,2020-09-02,miller,rachel,female,1978-12-17,abra de hinojo,brian17@gmail.com,8170,41.71201325146991,41.71201325146991,41,41
22,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2021-01-28,brown,bradley,male,1957-07-12,colonia las yescas,valeriecraig@yahoo.com,6513,-36.45249389104499,63.54955953921025,63,63
23,universidad del salvador,actuario,2021-02-01,melendez,kyle,male,1915-05-14,9 de abril,emilycurry@hotmail.com,1776,5.722225644605981,105.72427907486123,105,105
24,universidad del salvador,técnico para bioterios,2020-10-13,jensen,tiffany,female,1929-08-13,villa sauce,wshelton@hotmail.com,6235,-8.832488004544926,91.16956542571032,91,91
25,universidad del salvador,licenciatura en administración,2020-10-14,cole,tracy,male,1922-07-16,kilometro 184,caldwelljennifer@yahoo.com,3620,-1.7522604844726448,98.2497929457826,98,98
26,universidad del salvador,licenciatura en artes,2021-01-03,bennett,crystal,female,1972-10-06,almirante irizar,mollyporter@hotmail.com,1629,48.24465937014449,48.24465937014449,48,48
27,universidad del salvador,licenciatura en terapia ocupacional,2020-10-02,austin,craig,male,1962-03-19,aldea apeleg,hernandezrebecca@hotmail.com,9033,-41.46012580682697,58.54192762342827,58,58
28,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2020-09-20,moreno,elizabeth,female,1906-06-28,agua de la zorra,taylorlori@yahoo.com,5460,14.231640622326262,114.2336940525815,114,114
29,universidad del salvador,licenciatura en sociología,2020-09-03,smith,amy,female,1928-10-29,acassuso,martinezmichael@hotmail.com,1640,-8.153487066811776,91.84856636344347,91,91
30,universidad del salvador,licenciatura en administración,2020-10-05,gonzalez,michael,male,1956-10-24,colonia egido,atkinsoncharles@hotmail.com,3240,-36.05275946802467,63.94929396223057,63,63
31,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2020-12-25,hale,frank,male,1913-11-06,campo raffo,castilloronald@gmail.com,2216,7.134985660212051,107.1370390904673,107,107
32,universidad del salvador,licenciatura en producción de bioimagenes,2020-09-21,johnson,jason,male,1969-12-26,leubuco,steven06@gmail.com,6338,-49.263160776744215,50.73889265351102,50,50
33,universidad del salvador,ingeniería mecánica,2020-10-14,stokes,angela,female,1918-10-07,barrio villa adela,baxtermichael@hotmail.com,5584,2.0205753711575185,102.02262880141276,102,102
34,universidad del salvador,licenciatura en ciencia política,2021-01-07,cohen,kelly,female,1972-02-27,la california,dawn60@gmail.com,2520,48.863426353723895,48.863426353723895,48,48
35,universidad del salvador,licenciatura en producción de bioimagenes,2020-12-30,mercer,donald,male,1927-04-24,30 de agosto,ryan73@yahoo.com,6405,-6.313613558115499,93.68843987213974,93,93
36,universidad del salvador,licenciatura en relaciones del trabajo,2021-01-08,goodwin,linda,female,1957-11-08,piamonte,dixonchristina@yahoo.com,2529,-36.833062965016396,63.16899046523885,63,63
37,universidad del salvador,ingeniería en informática,2020-12-24,johnson,john,male,2003-11-08,apostoles,xdiaz@gmail.com,3350,17.128346235720105,17.128346235720105,17,17
38,universidad del salvador,licenciatura en ciencias antropológicas,2021-01-27,camacho,thomas,male,1994-01-16,costa grande,ybrown@gmail.com,3425,27.031355879997538,27.031355879997538,27,27
39,universidad del salvador,farmacia,2020-09-03,robinson,steven,male,1911-06-22,aserradero arroyo,iphillips@yahoo.com,9420,9.202105450488375,109.20415888074362,109,109
40,universidad del salvador,farmacia,2021-01-16,warren,timothy,male,1919-02-19,la florencia,johnsonsheena@yahoo.com,6317,1.90832118387099,101.91037461412623,101,101
41,universidad del salvador,ingeniería electrónica,2020-11-28,wheeler,edward,male,1963-11-02,bonnement,burnettbrian@yahoo.com,7223,-42.92764396257281,57.07440946768243,57,57
42,universidad del salvador,licenciatura en terapia ocupacional,2020-10-13,stevens,gina,female,1974-06-05,colonia tacurales,jasmine29@hotmail.com,2324,46.35824144232941,46.35824144232941,46,46
43,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-11-08,simpson,jared,male,1992-05-29,aguara cua,dereknelson@gmail.com,3302,28.446853802610594,28.446853802610594,28,28
44,universidad del salvador,actuario,2020-10-22,wilson,jamie,female,1990-06-15,huasa pampa norte,nelsonbrian@yahoo.com,4163,30.355174986481583,30.355174986481583,30,30
45,universidad del salvador,licenciatura en gestión de agroalimentos,2020-12-29,stuart,edgar,male,1978-02-10,olascoaga,ostephens@gmail.com,6652,42.883837450460994,42.883837450460994,42,42
46,universidad del salvador,actuario,2020-09-01,garza,kim,female,1928-12-31,agua linda,lwilson@hotmail.com,5753,-8.331451022266029,91.67060240798921,91,91
47,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2020-09-25,hamilton,karen,female,2004-04-26,la aguada de las animas,timothyberry@yahoo.com,5871,16.41649041390309,16.41649041390309,16,16
48,universidad del salvador,licenciatura en ciencias biológicas,2020-10-05,brown,ashley,female,1984-01-08,colonia hansen,robertsrobert@yahoo.com,2637,36.74271203378577,36.74271203378577,36,36
49,universidad del salvador,licenciatura en gestión de agroalimentos,2020-11-28,medina,timothy,male,1911-10-18,antonio tomas,erin20@yahoo.com,3125,9.114492426264741,109.11654585651998,109,109
50,universidad del salvador,agronomía,2020-09-14,munoz,michael,male,1968-03-29,achalco,whitney22@yahoo.com,4234,-47.538279362341456,52.46377406791378,52,52
51,universidad del salvador,diseño industrial,2020-10-18,gillespie,brian,male,1972-11-10,adela corti,michaelhampton@gmail.com,8000,47.93801378536178,47.93801378536178,47,47
52,universidad del salvador,licenciatura en gestión de agroalimentos,2020-12-01,jones,brandon,male,1914-06-03,arroyo pescado,denise90@gmail.com,9200,6.497053327583728,106.49910675783897,106,106
53,universidad del salvador,licenciatura en administración,2020-12-29,estrada,darlene,female,1949-04-16,caraguatay,dylan54@gmail.com,3386,-28.296268917226225,71.70578451302902,71,71
54,universidad del salvador,licenciatura en ciencias antropológicas,2020-10-12,bond,katherine,female,1938-06-18,agote,iandrade@gmail.com,6608,-17.681403451131782,82.32064997912346,82,82
55,universidad del salvador,licenciatura en ciencias biológicas,2020-09-24,austin,kevin,male,1921-02-27,albardon,evan49@gmail.com,2840,-0.4271134930902072,99.57493993716504,99,99
56,universidad del salvador,contador público,2021-01-25,miller,ruth,female,1931-06-20,del viso,sabrina79@hotmail.com,1669,-10.398570812542353,89.60348261771288,89,89
57,universidad del salvador,ciencias veterinarias,2020-11-19,gonzalez,jordan,female,1968-10-25,cañada,kjackson@gmail.com,4129,-47.932537971347806,52.06951545890744,52,52
58,universidad del salvador,técnico para bioterios,2020-12-31,morales,christopher,male,1988-02-18,alegria,kpark@hotmail.com,4506,32.86857361889703,32.86857361889703,32,32
59,universidad del salvador,agronomía,2021-01-06,flores,nichole,female,1911-06-07,colonia los sauces,collinsstephen@gmail.com,3200,9.585412431466764,109.58746586172201,109,109
60,universidad del salvador,farmacia,2020-11-06,williams,kathy,female,1927-01-19,agua colorada,brooke36@hotmail.com,4119,-6.201359370828969,93.80069405942628,93,93
61,universidad del salvador,licenciatura en sociología,2020-09-20,jackson,edwin,male,2005-10-11,centinela,andersonnatalie@hotmail.com,3306,14.943496444143275,14.943496444143275,14,14
62,universidad del salvador,contador público,2021-01-13,smith,steven,male,1916-05-23,25 de mayo,jason52@gmail.com,3363,4.643490283852509,104.64554371410775,104,104
63,universidad del salvador,medicina,2020-09-07,richards,carlos,male,1987-06-09,arribeños,brittany00@gmail.com,6007,33.24914269286844,33.24914269286844,33,33
64,universidad del salvador,licenciatura en producción de bioimagenes,2021-01-06,clark,jennifer,female,1913-04-08,jesus maria,john42@gmail.com,2204,7.748276829777477,107.75033026003271,107,107
65,universidad del salvador,licenciatura en psicología,2020-11-02,palmer,gail,female,1949-12-14,san jose de piedra blanca,glane@yahoo.com,4709,-29.11490311231579,70.88715031793946,70,70
66,universidad del salvador,contador público,2020-09-09,patterson,brandi,female,1949-07-02,arañita,patrickwright@hotmail.com,3423,-28.810995434540065,71.19105799571517,71,71
67,universidad del salvador,licenciatura en relaciones del trabajo,2020-09-25,bradley,james,male,1916-01-29,villars,matthew74@yahoo.com,1731,4.657179818887451,104.65923324914269,104,104
68,universidad del salvador,farmacia,2021-01-06,bowman,crystal,female,1926-03-06,agua de castilla,jonathan51@gmail.com,4651,-5.160954708173337,94.84109872208191,94,94
69,universidad del salvador,licenciatura en gestión de agroalimentos,2020-12-28,bennett,lisa,female,1965-08-07,campo coubert,maxwelllauren@hotmail.com,3056,-44.608718864863754,55.393334565391484,55,55
70,universidad del salvador,técnico para bioterios,2020-11-08,martinez,lisa,female,1967-08-25,abra el candado,rose80@hotmail.com,4124,-46.793568656440584,53.20848477381466,53,53
71,universidad del salvador,licenciatura en planificación y diseño del paisaje,2020-12-12,mcbride,lisa,female,1920-10-17,alzaga,thompsoncraig@hotmail.com,7021,0.15332279239135643,100.1553762226466,100,100
72,universidad del salvador,ingeniería electrónica,2021-01-12,figueroa,tony,male,1911-12-16,temperley,michelewilliams@gmail.com,1834,9.076161728166904,109.07821515842214,109,109
73,universidad del salvador,diseño industrial,2020-11-14,sanders,nicole,female,1932-10-07,zona delta san fernando,yclark@hotmail.com,1647,-11.896205945365066,88.10584748489018,88,88
74,universidad del salvador,licenciatura en musicoterapia,2020-10-07,garza,hector,male,1934-02-11,san fernando,tracymorales@yahoo.com,1646,-13.347296659068975,86.65475677118627,86,86
75,universidad del salvador,licenciatura en sociología,2020-12-29,carter,william,male,1960-09-13,florencio varela,amcclure@gmail.com,1888,-39.70786532235432,60.294188107900915,60,60
76,universidad del salvador,licenciatura en ciencias geológicas,2020-12-14,conley,james,male,1984-10-31,almacen la colina,aprilbell@yahoo.com,2740,36.12120714319938,36.12120714319938,36,36
77,universidad del salvador,licenciatura en ciencias ambientales,2020-11-13,hill,kena,female,2000-01-25,capdepont,calebsims@hotmail.com,6612,20.802617439098682,20.802617439098682,20,20
78,universidad del salvador,actuario,2020-12-30,smith,jessica,female,1958-12-22,ceballos,walkerchristopher@hotmail.com,6221,-37.97750809393759,62.02454533631765,62,62
79,universidad del salvador,diseño industrial,2020-11-25,holmes,michelle,female,1972-05-31,primera junta,gonzalezvanessa@yahoo.com,6422,48.48833309376647,48.48833309376647,48,48
80,universidad del salvador,licenciatura en terapia ocupacional,2020-12-19,joseph,jordan,male,1940-04-19,colonia celina,ysmith@yahoo.com,3113,-19.33236137634585,80.66969205390939,80,80
81,universidad del salvador,licenciatura en sociología,2020-12-03,fowler,kathy,female,1917-07-04,valle de las leñas,dking@hotmail.com,5612,3.4169079447216575,103.4189613749769,103,103
82,universidad del salvador,técnico para bioterios,2020-11-28,young,susan,female,1909-03-25,campo quiñones,amy45@yahoo.com,2258,11.679911291812974,111.68196472206822,111,111
83,universidad del salvador,agronomía,2020-11-12,hernandez,melissa,female,1913-12-14,chacras viejas,lewisrandy@gmail.com,5770,6.913215192645982,106.91526862290122,106,106
84,universidad del salvador,licenciatura en relaciones del trabajo,2020-10-16,wood,nicholas,male,1943-07-14,bahia cracher,lucasdouglas@gmail.com,9120,-22.741055600046543,77.2609978302087,77,77
85,universidad del salvador,ingeniería electrónica,2020-10-28,wood,gabrielle,female,1942-05-08,isla gran malvina,kmorris@gmail.com,9409,-21.525424888943647,78.4766285413116,78,78
86,universidad del salvador,licenciatura en ciencias de la educación,2020-09-14,floyd,kimberly,female,1916-08-03,albardon,paulburch@gmail.com,2840,4.115074231503727,104.11712766175897,104,104
87,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-09-01,silva,ryan,male,1925-01-13,comandante leal,heather60@gmail.com,5272,-4.36696167614667,95.63509175410857,95,95
88,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2020-10-23,fitzpatrick,eric,male,1917-10-23,amenabar,harrisoncynthia@gmail.com,6103,3.0007460796594043,103.00279950991465,103,103
89,universidad del salvador,ingeniería en informática,2021-01-28,daniels,kim,female,1991-05-19,caraguata,larrywilson@hotmail.com,3248,29.698077304804343,29.698077304804343,29,29
90,universidad del salvador,licenciatura en planificación y diseño del paisaje,2020-12-14,herring,jordan,female,1958-02-16,corbett,gonzalezshawn@gmail.com,6507,-37.17530134088996,62.826752089365286,62,62
91,universidad del salvador,licenciatura en planificación y diseño del paisaje,2020-10-14,durham,chelsey,female,1983-04-10,colonia alberdi,roblesthomas@gmail.com,6034,37.514801809756534,37.514801809756534,37,37
92,universidad del salvador,licenciatura en sociología,2020-12-15,roiguez,savannah,female,1926-03-25,desamparados,amycabrera@hotmail.com,5400,-5.273208895459866,94.72884453479537,94,94
93,universidad del salvador,licenciatura en sociología,2020-11-30,pearson,patrick,male,1976-10-12,juan f ibarra,cphillips@gmail.com,6551,44.13506095265474,44.13506095265474,44,44
94,universidad del salvador,agronomía,2021-01-02,farrell,joshua,male,1976-06-20,aldao,birderica@hotmail.com,2214,44.537533282682055,44.537533282682055,44,44
95,universidad del salvador,licenciatura en ciencias geológicas,2020-11-30,mccall,maureen,female,1934-05-01,capitan castro,stephen46@hotmail.com,6461,-13.415744334243687,86.58630909601155,86,86
96,universidad del salvador,licenciatura en administración,2020-10-12,miller,sean,male,1907-03-07,funke,russellbryan@hotmail.com,7220,13.601922010718907,113.60397544097415,113,113
97,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-10-16,floyd,jessica,female,1910-07-14,colonia belga americana,valenciajulie@gmail.com,3244,10.258937555185938,110.26099098544118,110,110
98,universidad del salvador,licenciatura en ciencias ambientales,2020-12-05,bailey,derek,male,1941-01-15,colonia dos rosas y la legua,haleyrodriguez@yahoo.com,2349,-20.11266487333758,79.88938855691767,79,79
99,universidad del salvador,ciencias veterinarias,2020-12-22,thompson,elizabeth,female,1908-09-29,barcena,paulawinters@gmail.com,4616,12.230230600217663,112.23228403047291,112,112
100,universidad del salvador,licenciatura en relaciones del trabajo,2020-09-02,williams,anna,female,1999-07-21,la limpia,elizabeth50@yahoo.com,6645,21.120214651909347,21.120214651909347,21,21
101,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2021-01-04,moore,william,male,1930-05-26,america,vholmes@yahoo.com,6237,-9.388283126963593,90.61377030329164,90,90
102,universidad del salvador,arquitectura,2020-09-20,villarreal,mallory,female,1981-01-26,aguara cua,porterdave@yahoo.com,3302,39.65036927520757,39.65036927520757,39,39
103,universidad del salvador,licenciatura en sociología,2020-12-25,smith,laurie,female,1952-12-30,cuartel iv,lindsayhenry@hotmail.com,7110,-32.01434663271662,67.98770679753862,67,67
104,universidad del salvador,actuario,2020-09-23,ortega,michael,male,1932-06-16,carapachay,wrightlisa@hotmail.com,1605,-11.729193617938767,88.27285981231647,88,88
105,universidad del salvador,actuario,2020-10-01,brown,david,male,1994-12-10,blandengues,carterkeith@hotmail.com,6032,25.81024935488066,25.81024935488066,25,25
106,universidad del salvador,farmacia,2020-09-24,miller,jeffrey,male,1932-02-11,pazos kanki,rachel07@yahoo.com,6058,-11.381479428051227,88.62057400220401,88,88
107,universidad del salvador,licenciatura en ciencias biológicas,2020-11-18,rose,april,female,1945-07-23,sierra de la ventana,vanessa38@yahoo.com,8168,-24.67675585398742,75.32529757626783,75,75
108,universidad del salvador,licenciatura en ciencias geológicas,2020-10-27,burgess,javier,male,1914-01-15,colonia pujol,joshuarichardson@yahoo.com,3080,6.781795656310534,106.78384908656578,106,106
109,universidad del salvador,ciencias veterinarias,2020-10-03,reynolds,brian,male,1923-01-27,barrio el tontal,matthewadams@hotmail.com,5401,-2.3162693279122775,97.68578410234296,97,97
110,universidad del salvador,licenciatura en ciencias ambientales,2020-11-02,anderson,kathleen,female,1995-12-26,alto calilegua,wilcoxcaitlin@yahoo.com,4513,24.854719809441672,24.854719809441672,24,24
111,universidad del salvador,licenciatura en psicología,2020-09-09,thomas,timothy,male,1975-07-04,ifran,afisher@hotmail.com,3453,45.18641724333833,45.18641724333833,45,45
112,universidad del salvador,medicina,2020-12-13,perry,ethan,male,1949-03-17,isla tigre,dianarussell@yahoo.com,3583,-28.257938219128388,71.74411521112685,71,71
113,universidad del salvador,licenciatura en gestión de agroalimentos,2020-10-07,long,maureen,female,1922-08-18,abalo,nathaniel42@hotmail.com,3466,-1.8617767647521852,98.14027666550305,98,98
114,universidad del salvador,licenciatura en ciencias de la educación,2020-11-06,cooper,sana,female,2003-10-05,caraguatay,thall@yahoo.com,3386,17.090015537622264,17.090015537622264,17,17
115,universidad del salvador,farmacia,2020-12-10,sanchez,denise,female,1914-11-12,la isabel,hilladam@gmail.com,5743,6.078153555514487,106.08020698576973,106,106
116,universidad del salvador,licenciatura en ciencias geológicas,2020-09-03,johnson,christopher,male,1979-03-16,esmeralda,conwaywilliam@gmail.com,2456,41.47107743485493,41.47107743485493,41,41
117,universidad del salvador,licenciatura en ciencias de la computación,2020-11-16,clark,tammy,female,1943-10-22,andalucia,brendahunt@yahoo.com,5331,-22.929971183528753,77.0720822467265,77,77
118,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-12-14,lucas,john,male,1958-04-10,campo de villamil,wramirez@gmail.com,3241,-37.32041041226035,62.681643017994894,62,62
119,universidad del salvador,licenciatura en ciencias ambientales,2020-10-15,brown,michael,male,1960-03-29,campana,dennis56@gmail.com,2804,-39.453239970704395,60.54881345955085,60,60
120,universidad del salvador,contador público,2021-01-01,elliott,joseph,male,1909-11-11,arroyo las minas,keith02@gmail.com,8415,11.140543611436238,111.14259704169147,111,111
121,universidad del salvador,agronomía,2020-12-02,kramer,taylor,male,1916-10-19,cullin manzano,courtney43@hotmail.com,8401,4.120550045517704,104.12260347577295,104,104
122,universidad del salvador,licenciatura en psicología,2020-12-20,malone,courtney,female,1977-04-07,cerana,jasonadams@gmail.com,2202,43.70520955255755,43.70520955255755,43,43
123,universidad del salvador,licenciatura en ciencias ambientales,2021-01-08,rera,lisa,female,1941-08-18,villa el chocon,daniel42@gmail.com,8311,-20.608226041602496,79.39382738865274,79,79
124,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2020-12-12,robinson,ashley,female,1996-11-10,bme bavio gral mansilla,garybennett@yahoo.com,1911,24.08810584748489,24.08810584748489,24,24
125,universidad del salvador,licenciatura en ciencias de la educación,2020-12-27,bush,brooke,female,1915-02-17,carcaraña,isaacford@hotmail.com,2138,5.859120994955406,105.86117442521065,105,105
126,universidad del salvador,licenciatura en ciencia política,2020-12-13,rera,charles,male,1935-03-09,colonia ensanche sauce,davidcurry@hotmail.com,3208,-14.23437852933325,85.76767490092199,85,85
127,universidad del salvador,licenciatura en ciencias de la computación,2020-10-17,werner,james,male,1908-02-21,aguada,levinelaurie@hotmail.com,4111,12.654606186300882,112.65665961655613,112,112
128,universidad del salvador,licenciatura en planificación y diseño del paisaje,2020-10-11,hernandez,daniel,male,1973-07-03,chavarria,jimchavez@hotmail.com,3474,47.27544028967056,47.27544028967056,47,47
129,universidad del salvador,contador público,2020-12-28,shaffer,kristie,female,1915-10-13,edmundo perkins,rebeccahouston@hotmail.com,6030,5.21023703429913,105.21229046455437,105,105
130,universidad del salvador,licenciatura en ciencias ambientales,2020-11-14,reynolds,emily,female,1924-08-30,colonia florencia,ugibson@hotmail.com,3500,-3.792001204679083,96.21005222557616,96,96
131,universidad del salvador,diseño de imagen y sonido,2020-12-07,griffith,eric,male,1941-09-04,alejandro petion,frostbeth@yahoo.com,1808,-20.742383484944934,79.2596699453103,79,79
132,universidad del salvador,ciencias veterinarias,2021-01-16,hughes,rachel,female,1988-12-19,ocho vados,adrian35@gmail.com,4713,32.07731849387736,32.07731849387736,32,32
133,universidad del salvador,diseño industrial,2020-10-30,ross,stephen,male,1940-02-26,ingeniero balbin,sarahsullivan@yahoo.com,6051,-19.324147655324886,80.67790577493035,80,80
134,universidad del salvador,medicina,2020-10-18,moore,connie,female,2002-12-14,edmundo perkins,williamsbrian@hotmail.com,6030,17.845677871551093,17.845677871551093,17,17
135,universidad del salvador,farmacia,2020-10-16,robertson,shannon,female,1955-12-14,arroyo santa maria,deannahernandez@hotmail.com,3353,-35.160201783746416,64.84185164650883,64,64
136,universidad del salvador,actuario,2020-11-24,perez,barbara,female,1938-03-15,arrayanal,clarkmichael@gmail.com,4503,-17.30357228416737,82.69848114608787,82,82
137,universidad del salvador,arquitectura,2021-01-07,bryant,daniel,male,1929-02-14,bajo hondo,bonniewhitney@yahoo.com,8115,-8.104204740685983,91.89784868956926,91,91
138,universidad del salvador,ingeniería electrónica,2021-01-30,webb,lisa,female,1945-12-03,maori,amandacabrera@gmail.com,7633,-24.84103027440673,75.16102315584851,75,75
139,universidad del salvador,bioquímica,2021-01-24,holmes,darrell,male,1947-04-13,sancti spiritu,ujackson@gmail.com,2617,-26.21545959191496,73.78659383834028,73,73
140,universidad del salvador,licenciatura en relaciones del trabajo,2021-01-23,myers,angela,female,1966-06-28,arroyo moreira,alexanderhinton@hotmail.com,3181,-45.42735305995332,54.574700370301926,54,54
141,universidad del salvador,ciencias veterinarias,2020-09-25,morgan,craig,male,1913-10-11,jose leon suarez,jacqueline43@gmail.com,1655,6.957021704757798,106.95907513501304,106,106
142,universidad del salvador,licenciatura en artes,2020-11-07,bishop,lori,female,1909-02-27,arrascaeta,mirandajones@hotmail.com,3046,11.693600826847916,111.69565425710316,111,111
143,universidad del salvador,licenciatura en ciencias antropológicas,2020-11-06,hamilton,sarah,female,1960-11-26,funke,kayla99@gmail.com,7220,-40.05557951224187,59.946473918013375,59,59
144,universidad del salvador,bioquímica,2020-09-10,jenkins,janet,female,1912-07-21,barrancas coloradas,patrick54@gmail.com,6300,8.139797531776834,108.14185096203208,108,108
145,universidad del salvador,diseño industrial,2020-10-07,beltran,anew,male,1917-10-15,colonia españa,barbaraortiz@hotmail.com,8206,2.9788428236034963,102.98089625385873,102,102
146,universidad del salvador,diseño industrial,2020-09-02,hopkins,nancy,female,1912-10-22,haras san jacinto,tarakoch@gmail.com,2705,7.863268924070994,107.86532235432624,107,107
147,universidad del salvador,ingeniería mecánica,2020-11-28,davies,gary,male,1962-06-20,los corredores,pbrady@gmail.com,5521,-41.558690459078555,58.44336297117668,58,58
148,universidad del salvador,bioquímica,2020-12-07,griffith,richard,male,1969-07-10,abra del tafi,ramseyalex@yahoo.com,4105,-48.58963565302504,51.412417777230196,51,51
149,universidad del salvador,ciencias veterinarias,2020-12-04,johnson,kelsey,female,1995-11-16,caraguatay,eturner@hotmail.com,3386,25.051849113944844,25.051849113944844,25,25
150,universidad del salvador,licenciatura en ciencias geológicas,2020-09-06,donaldson,sharon,female,1981-08-16,adela,scastillo@hotmail.com,7136,39.05898136169805,39.05898136169805,39,39
151,universidad del salvador,licenciatura en ciencias geológicas,2020-10-25,warner,dawn,female,1927-04-18,cheroguita,curtischerry@yahoo.com,3358,-6.477887978534809,93.52416545172044,93,93
152,universidad del salvador,licenciatura en ciencias ambientales,2020-12-18,hernandez,bethany,female,1980-04-07,llavallol,deborahtaylor@gmail.com,1836,40.698987658884164,40.698987658884164,40,40
153,universidad del salvador,agronomía,2021-01-30,smith,barbara,female,1931-05-23,rafael castillo,richardsonmonica@hotmail.com,1755,-10.30821988131173,89.69383354894352,89,89
154,universidad del salvador,licenciatura en producción de bioimagenes,2020-10-23,meza,daniel,male,1965-08-29,aguas calientes,zallen@gmail.com,4431,-44.84965468147875,55.1523987487765,55,55
155,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-10-15,diaz,nancy,female,1945-07-06,boeuf,stanley99@gmail.com,6380,-24.723300273106226,75.27875315714901,75,75
156,universidad del salvador,licenciatura en gestión de agroalimentos,2020-12-04,pruitt,frank,male,1977-08-08,la sara,lejohn@yahoo.com,7621,43.32464047858615,43.32464047858615,43,43
157,universidad del salvador,ingeniería mecánica,2020-12-27,long,caitlin,female,1908-08-12,benavidez,jennifer24@gmail.com,1621,12.375339671588055,112.3773931018433,112,112
