,university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
77,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/17,dean,brown,male,59,8201,cañadon lagarto,zdoyle@yahoo.com
78,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/25,heather,small,female,70,3363,longchamps,brookskrystal@hotmail.com
79,universidad nacional de jujuy,diseño industrial,2020/12/20,julie,wilson,female,59,4242,el rincon,baileybrianna@yahoo.com
80,universidad nacional de jujuy,bioquímica,2020/10/15,adrienne,jackson,female,31,5615,bella vista,linda76@gmail.com
81,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/28,kristin,johnson,female,81,6660,baños lunlunta,tanyacompton@hotmail.com
82,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/10/20,deborah,martin,female,116,8201,ataliva,smithjoshua@hotmail.com
83,universidad nacional de jujuy,licenciatura en psicología,2020/10/24,scott,perkins,male,33,3363,cuartel v,zford@yahoo.com
84,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/10/06,matthew,watson,male,109,4242,aldea maria luisa,carllindsey@hotmail.com
85,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/10/30,amanda,davis,female,34,5615,carreras,smithsamantha@yahoo.com
86,universidad nacional de jujuy,licenciatura en ciencias geológicas,2021/01/11,richard,foster,male,48,6660,la lucila,richardpatricia@yahoo.com
87,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/28,melissa,king,female,116,8201,domselaar,emiller@yahoo.com
88,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/30,chad,murphy,male,81,3363,campo cicare,catherinethomas@yahoo.com
89,universidad nacional de jujuy,arquitectura,2020/10/13,christopher,fox,male,68,4242,cachari,nicole37@hotmail.com
90,universidad nacional de jujuy,diseño de imagen y sonido,2020/09/20,bob,rice,male,89,5615,agua de castilla,leah44@hotmail.com
91,universidad nacional de jujuy,licenciatura en sociología ,2020/09/24,jeremy,arnold,male,108,6660,buen retiro,lisacastillo@hotmail.com
92,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/14,cory,miller,male,31,8201,colonia las yescas,zcompton@gmail.com
93,universidad nacional de jujuy,actuario ,2021/01/24,manuel,booth,male,75,6365,hurlingham,lindsey79@gmail.com
94,universidad nacional de jujuy,contador público ,2021/01/23,curtis,stone,male,27,6365,colonia el aguara,fletcherjoseph@gmail.com
95,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/02,samantha,mcdowell,female,65,6365,cangallo,michaelrodriguez@gmail.com
96,universidad nacional de jujuy,bioquímica,2020/09/05,travis,lopez,male,104,6365,ceres,reyesmarc@hotmail.com
97,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/10,angela,hernandez,female,59,3228,barrancas,matthewcruz@gmail.com
98,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/18,andrea,holmes,female,49,3228,carandaiti,gonzalesbetty@gmail.com
99,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/10/18,jeffrey,nolan,male,88,3228,sarandi,lopezmonica@hotmail.com
100,universidad nacional de jujuy,agronomía,2020/09/14,donald,baker,male,78,7101,aserradero arroyo,crystal01@gmail.com
101,universidad nacional de jujuy,diseño industrial,2020/12/03,melanie,richards,female,93,7101,algarrobo,michaelwood@gmail.com
102,universidad nacional de jujuy,ingeniería mecánica,2020/12/28,nicholas,dougherty,male,55,8200,comandante leal,macdonaldrichard@hotmail.com
103,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/10/24,amy,johnson,female,39,8200,campo el mataco,mmendoza@yahoo.com
104,universidad nacional de jujuy,licenciatura en psicología,2020/10/05,corey,nichols,male,114,8505,agua colorada,pross@gmail.com
105,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021/01/27,alexandra,davis,female,104,9033,estacion uspallata,julian20@gmail.com
106,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/21,thomas,johnson,male,65,9033,garcia del rio,chadfigueroa@yahoo.com
107,universidad nacional de jujuy,contador público ,2021/01/06,joe,cunningham,male,17,5517,casimiro gomez,christine91@yahoo.com
108,universidad nacional de jujuy,contador público ,2020/12/13,,mr. john schneider,male,26,2754,est jauregui va flandria,ajohnson@yahoo.com
109,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/03,joshua,reed,male,30,2754,arañita,jenniferpayne@gmail.com
110,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/18,carolyn,brown,female,56,4651,hospital necochea,kendrabarnett@gmail.com
111,universidad nacional de jujuy,agronomía,2020/10/10,kevin,green,male,35,4651,ireneo portela,chelsea18@gmail.com
112,universidad nacional de jujuy,arquitectura,2021/01/19,jerry,ewing,male,66,4651,arroyo castillo,sarahfrazier@yahoo.com
113,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/12,tina,gordon,female,89,3051,colonia mackinlay,jguerra@gmail.com
114,universidad nacional de jujuy,arquitectura,2021/01/15,james,jones,male,112,3051,adolfo rodriguez saa,qtaylor@hotmail.com
115,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/20,rachel,calderon,female,74,2635,destileria fiscal,thomas86@gmail.com
116,universidad nacional de jujuy,farmacia,2020/09/08,victoria,logan,female,24,2635,villa lerga,andrew77@gmail.com
117,universidad nacional de jujuy,agronomía,2020/10/24,oscar,benton,male,45,8203,la pastora,ryanbeasley@gmail.com
118,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/12/26,joshua,jones,male,60,8203,la limpia,hmartinez@hotmail.com
119,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/23,travis,stafford,male,55,6077,campo de los andes,diaztyler@hotmail.com
120,universidad nacional de jujuy,licenciatura en terapia ocupacional,2021/01/28,anthony,phillips,male,90,6077,cachiyuyal,cheryl85@hotmail.com
121,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/20,melody,chapman,female,17,6407,el retiro,blanchardaustin@hotmail.com
122,universidad nacional de jujuy,técnico para bioterios ,2020/10/22,laura,sanchez,female,26,3138,peyrano,patricia20@yahoo.com
123,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/12/15,zachary,lyons,male,62,7507,villa dominico,andrewbailey@gmail.com
124,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/10/05,richard,webb,male,67,7507,banda florida,walkerjacob@gmail.com
125,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/09/09,todd,rose,male,48,4707,agustin mosconi,bentleydaniel@yahoo.com
126,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/04,dominique,smith,female,82,4230,ariel,carlypena@yahoo.com
127,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/11/10,kayla,wilson,female,83,4230,bella vista,zachary35@gmail.com
128,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/12/10,leonard,wallace,male,103,4230,arano,cspencer@hotmail.com
129,universidad nacional de jujuy,bioquímica,2020/09/09,john,white,male,36,3109,arboleda,christopher46@yahoo.com
130,universidad nacional de jujuy,diseño industrial,2020/09/18,,monica lee phd,female,60,3109,los frentones,kchristensen@gmail.com
131,universidad nacional de jujuy,bioquímica,2020/09/18,timothy,fleming,male,59,3254,carrizal norte,michaelmartinez@yahoo.com
132,universidad nacional de jujuy,agronomía,2021/01/24,eric,king,male,97,3254,estacion la rinconada,schroedervanessa@yahoo.com
133,universidad nacional de jujuy,licenciatura en psicología,2020/09/16,paul,gray,male,100,3254,los indios,dicksonsarah@hotmail.com
134,universidad nacional de jujuy,farmacia,2020/10/06,jake,anderson,male,51,3254,carro quemado,michael68@hotmail.com
135,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/10/09,derek,parks,male,67,2342,san geronimo,jasminecrawford@gmail.com
136,universidad nacional de jujuy,licenciatura en administración ,2020/11/19,rebecca,garcia,female,115,2342,cañada la rica,wendy70@yahoo.com
137,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/10/10,candace,clark,female,59,2342,cari larquea,benjaminsmith@gmail.com
138,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/10/11,daniel,moreno,male,59,7160,cara mala,tsmith@yahoo.com
139,universidad nacional de jujuy,arquitectura,2020/10/17,paul,harris,male,59,3036,ingeniero allan,linda80@yahoo.com
140,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/19,tyler,wise,male,26,3036,acassuso,nlynch@gmail.com
141,universidad nacional de jujuy,ingeniería mecánica,2020/11/03,terry,rogers,male,20,3036,campo paletta,tylergeorge@yahoo.com
142,universidad nacional de jujuy,licenciatura en sociología ,2021/01/28,vincent,bell,male,82,7260,balneario claromeco,stephen94@yahoo.com
143,universidad nacional de jujuy,agronomía,2020/09/01,christopher,austin,male,30,7260,azteazu,joshuastevens@hotmail.com
144,universidad nacional de jujuy,bioquímica,2020/09/30,travis,gilbert,male,59,5367,colonia sere,thomasjames@yahoo.com
145,universidad nacional de jujuy,técnico para bioterios ,2020/09/09,kenneth,moore,male,59,5367,abel,vmoore@yahoo.com
146,universidad nacional de jujuy,licenciatura en administración ,2020/11/09,shannon,wright,female,31,1609,baños de la laja,jcastillo@yahoo.com
147,universidad nacional de jujuy,agronomía,2020/10/30,shelly,francis,female,83,1609,amana,ramirezsherry@yahoo.com
148,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/09/04,nicholas,gordon,male,61,1609,benito juarez,bruce59@yahoo.com
149,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/10/02,henry,cisneros,male,116,5724,23 de agosto,williamshelton@gmail.com
150,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/01,shawn,campbell,male,62,3731,estancia santa catalina,emilylopez@gmail.com
151,universidad nacional de jujuy,arquitectura,2020/10/13,victoria,daniels,female,52,3731,berduc,mmaldonado@hotmail.com
152,universidad nacional de jujuy,licenciatura en sociología ,2021/01/17,david,harper,male,99,5443,sarandi,morajoseph@yahoo.com
153,universidad nacional de jujuy,ingeniería en informática,2020/10/07,kent,alvarado,male,49,5443,masurel,epetersen@hotmail.com
154,universidad nacional de jujuy,arquitectura,2021/01/21,jordan,schultz,male,59,5443,colonia rusa,hamiltonedward@gmail.com
155,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/12/14,paula,gamble,female,63,3272,abra verde,aobrien@gmail.com
156,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/20,dawn,jimenez,female,19,3272,barrio la dolly,heather33@gmail.com
157,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/10,,mr. richard miller dds,male,20,7113,cañadon leon,brandonferguson@yahoo.com
158,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/15,brian,brown,male,87,7113,agua y energia,sara62@yahoo.com
159,universidad nacional de jujuy,contador público ,2020/09/28,peggy,phillips,female,59,7113,colonia san francisco,kevin44@hotmail.com
160,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/04,patrick,cook,male,22,5272,12 de octubre,moneal@hotmail.com
161,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/10/24,bethany,jones,female,107,5272,san nicolas de los arroyos,yorkpamela@hotmail.com
162,universidad nacional de jujuy,agronomía,2020/11/03,lisa,bowman,female,59,5272,ranelagh,reynoldsdavid@yahoo.com
163,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/01,wendy,lee,female,62,3153,colonia beaufort,amandavalencia@hotmail.com
164,universidad nacional de jujuy,ingeniería electrónica,2020/11/18,philip,jones,male,25,3153,estacion mazan,murphyerin@hotmail.com
165,universidad nacional de jujuy,técnico para bioterios ,2020/09/27,angel,underwood,male,46,3153,ramos mejia,rowedana@gmail.com
166,universidad nacional de jujuy,licenciatura en administración ,2020/10/19,brian,porter,male,103,6005,arroyo grande,woodsmitchell@gmail.com
167,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/11/07,mary,wilson,female,72,6005,estancia las gamas,mpeterson@gmail.com
168,universidad nacional de jujuy,medicina,2020/11/09,whitney,pham,female,64,5755,cortines,james68@hotmail.com
169,universidad nacional de jujuy,medicina,2020/10/18,logan,wise,male,62,5755,ingeniero thompson,davenportdenise@gmail.com
170,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/22,david,johnson,male,32,5755,villa eloisa,michellesmith@gmail.com
171,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/12/22,debbie,ross,female,68,3203,alto del saladillo,galvantyler@yahoo.com
172,universidad nacional de jujuy,ingeniería electrónica,2020/10/07,kevin,may,male,23,3470,diego lopez,zcollins@yahoo.com
173,universidad nacional de jujuy,ingeniería mecánica,2020/12/02,cheryl,wilson,female,83,7174,cupiles,stephaniecarroll@gmail.com
174,universidad nacional de jujuy,ingeniería mecánica,2020/09/28,laura,preston,female,58,3203,kilometro 112,krystal57@hotmail.com
175,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/07,kevin,lowe,male,68,3470,carmen de areco,walterbrittany@hotmail.com
176,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/09/29,brittany,perez,female,105,7174,ceres,angelarobinson@gmail.com
177,universidad nacional de jujuy,licenciatura en artes,2020/11/12,michael,sparks,male,43,3203,capitan bermudez,othomas@yahoo.com
178,universidad nacional de jujuy,diseño de imagen y sonido,2020/10/28,kimberly,richardson,female,42,3470,barrio la dolly,todd04@hotmail.com
179,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/17,david,hubbard,male,55,7174,campo de mayo,jeremywalker@gmail.com
180,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/09/29,micheal,morris,male,103,3203,arroyo hondo,edward05@yahoo.com
181,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/03,lisa,johnson,female,22,3470,arroyo grande,thomas38@yahoo.com
182,universidad nacional de jujuy,agronomía,2020/10/31,teresa,jackson,female,45,7174,fortin irene,juan72@hotmail.com
183,universidad nacional de jujuy,farmacia,2020/12/08,teresa,lopez,female,90,3203,juan e barra,kmartinez@hotmail.com
184,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/11/27,frank,sanchez,male,55,3470,acostilla,floresjesse@yahoo.com
185,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/24,michael,hall,male,29,7174,arroyo mal paso,smithveronica@gmail.com
186,universidad nacional de jujuy,medicina,2020/09/25,samuel,andersen,male,27,3203,las palmas,angela10@yahoo.com
187,universidad nacional de jujuy,licenciatura en sociología ,2020/10/08,amber,cole,female,91,3470,alberto gerchunoff,ryanhammond@hotmail.com
188,universidad nacional de jujuy,agronomía,2020/10/15,stephen,brooks,male,71,7174,estancia las isletas,colinsmith@yahoo.com
189,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/10/25,adam,lewis,male,95,3203,9 de julio,tamara13@gmail.com
190,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/27,kayla,mitchell,female,59,3470,acheral,gwendolyncordova@gmail.com
191,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/09,teresa,flynn,female,89,7174,san nicolas de los arroyos,burkejonathan@hotmail.com
192,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/12/13,james,taylor,male,72,3203,gobernador benegas,nicole33@gmail.com
193,universidad nacional de jujuy,licenciatura en psicología,2020/09/05,cassidy,cunningham,female,89,3470,arroyo ceibal,zchandler@hotmail.com
194,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/12/07,sophia,clark,female,102,7174,el rincon,robert22@yahoo.com
195,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/25,diana,castro,female,25,3203,ireneo portela,anna66@hotmail.com
196,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/09,kathryn,coleman,female,114,3470,gonzalez catan,laneryan@hotmail.com
197,universidad nacional de jujuy,agronomía,2021/01/19,michael,robbins,male,97,7174,el tropezon,lmartinez@yahoo.com
198,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/24,kathy,jennings,female,59,5709,juan maria gutierrez,iwalker@gmail.com
199,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021/01/18,daryl,moyer,male,86,1885,colonia los sauces,tpacheco@yahoo.com
200,universidad nacional de jujuy,licenciatura en administración ,2020/11/08,troy,taylor,male,41,1885,desvio kilometro 55,johnsonabigail@gmail.com
201,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/12/26,,dr. stephanie burnett,female,27,1885,bathurst estacion,crobertson@hotmail.com
202,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/22,jeremy,shah,male,76,3500,goyena,simonleslie@yahoo.com
203,universidad nacional de jujuy,ingeniería en informática,2020/09/30,dana,oneill,female,96,3500,maria magdalena,gary33@yahoo.com
204,universidad nacional de jujuy,diseño industrial,2020/10/27,randy,diaz,male,90,3500,el tala,ryanwyatt@yahoo.com
205,universidad nacional de jujuy,diseño industrial,2020/11/13,nicholas,schmidt,male,68,6608,bahia tranquila,ronald55@yahoo.com
206,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/10/27,,dr. michael rich,male,75,6608,campo pesoa,fbonilla@hotmail.com
207,universidad nacional de jujuy,bioquímica,2021/01/20,shannon,howard,female,116,6608,castilla,gregoryreed@gmail.com
208,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/24,larry,horton,male,102,3351,alvarez jonte,moorejeffrey@hotmail.com
209,universidad nacional de jujuy,diseño de imagen y sonido,2020/09/24,sara,bradley,female,65,3351,cameron,goodwinmathew@yahoo.com
